BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
Multifamily LR (1-4),Senior Care Community,2008,3,144682,1.0,35.40000153,5121586.0,1055629.375,0.0,25.11,96.0
NonResidential,Worship Facility,1957,2,24224,1.0,40.0,968026.3125,156780.5938,4330.90918,26.73,52.0
NonResidential,Worship Facility,1963,1,23706,1.0,16.89999962,400770.9063,51837.30078,2239.020264,13.12,78.0
Multifamily MR (5-9),Mid-Rise Multifamily,1963,5,27288,1.0,51.5,1406687.5,127320.2031,9722.709961,54.67,53.0
NonResidential,Warehouse,1963,1,31900,1.0,61.40000153,1964681.25,575815.125,0.0,13.7,53.5
Multifamily LR (1-4),Low-Rise Multifamily,1957,3,20184,1.0,8.199999809,164817.9063,48305.39844,0.0,1.15,100.0
NonResidential,Other,1917,1,49066,1.0,78.30000305,3835202.0,157680.2031,32971.96875,178.86,72.625
NonResidential,Worship Facility,1952,3,30740,1.0,42.20000076,1686262.25,179493.9063,10738.29004,61.3,75.75
Multifamily LR (1-4),Low-Rise Multifamily,1962,4,21540,1.0,36.40000153,783104.125,229514.7031,0.0,5.46,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1947,2,332900,1.0,37.70000076,12549118.0,3670992.5,236.903244,88.58,32.0
NonResidential,Supermarket / Grocery Store,1959,1,67450,1.0,66.5,2842819.5,604265.625,7810.649902,55.86,97.0
SPS-District K-12,K-12 School,1958,1,39971,1.0,0.0,0.0,0.0,9455.367188,50.22,93.5
Multifamily MR (5-9),Mid-Rise Multifamily,2006,6,67796,1.0,101.3000031,3996541.5,839738.875,11313.51953,80.06,4.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,120693,1.0,29.89999962,3608955.75,657905.8125,13641.81055,88.1,84.0
NonResidential,Warehouse,1948,1,46970,1.0,18.79999924,882896.5,258762.0938,0.0,6.16,61.625
NonResidential,Warehouse,1931,1,47554,1.0,33.29999924,1035554.688,247503.4063,1910.729858,16.04,83.0
NonResidential,Small- and Mid-Sized Office,1979,2,43016,1.0,28.70000076,1234095.5,31601.0,11262.73047,60.57,100.0
NonResidential,Mixed Use Property,1931,1,24196,1.0,43.59999847,1055033.0,214325.7031,3237.537598,22.29,84.125
NonResidential,Small- and Mid-Sized Office,1940,2,20671,1.0,30.89999962,638507.125,58124.60156,4401.859863,24.76,98.0
Multifamily LR (1-4),Low-Rise Multifamily,1985,2,24150,1.0,35.5,713893.1875,209230.0938,0.0,4.98,46.0
NonResidential,Warehouse,1927,1,21600,1.0,23.10000038,499828.5938,77419.0,2356.750244,14.36,57.0
Multifamily MR (5-9),Mid-Rise Multifamily,1999,5,30418,1.0,20.5,440242.8125,129027.7969,0.0,3.07,66.5
Multifamily LR (1-4),Low-Rise Multifamily,2000,4,21754,1.0,59.0,1131615.125,130386.6016,6867.359863,39.57,67.875
Multifamily LR (1-4),Low-Rise Multifamily,1997,3,29378,1.0,36.59999847,899266.125,183036.0938,2747.469971,18.95,33.0
NonResidential,Worship Facility,1977,1,35844,1.0,24.20000076,866126.375,253847.0938,0.0,6.04,14.0
NonResidential,Small- and Mid-Sized Office,1916,3,31774,1.0,48.40000153,1639136.25,433126.3125,1613.089966,18.87,85.0
Multifamily LR (1-4),Low-Rise Multifamily,2006,4,106218,1.0,43.0,2917787.5,479146.5938,12829.38965,79.53,79.0
Multifamily MR (5-9),Mid-Rise Multifamily,1997,5,217146,1.0,47.40000153,7564643.0,1586842.25,21503.36914,151.95,31.0
Multifamily LR (1-4),Low-Rise Multifamily,1979,2,33852,1.0,27.20000076,921786.375,270160.0938,0.0,6.43,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1976,3,20599,1.0,28.89999962,505601.0,148183.2031,0.0,3.52,85.375
Multifamily HR (10+),High-Rise Multifamily,1965,11,66150,1.0,37.70000076,2496807.5,731772.375,0.0,17.41,21.0
Multifamily LR (1-4),Low-Rise Multifamily,1926,3,29896,1.0,32.09999847,817695.6875,239652.9063,0.0,5.7,24.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,3,20022,1.0,23.20000076,464155.1875,28947.90039,3653.850098,20.09,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,3,49291,1.0,22.79999924,1125886.625,329978.4063,0.0,7.85,81.0
Multifamily HR (10+),High-Rise Multifamily,1972,10,97978,1.0,26.89999962,2630929.5,771081.1875,0.0,18.34,85.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,6,87041,1.0,28.79999924,2003948.375,587323.625,0.0,13.97,64.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,6,371442,1.0,41.29999924,9977330.0,1518257.75,47970.33594,290.88,97.0
Multifamily LR (1-4),Low-Rise Multifamily,1964,4,21608,1.0,23.39999962,505949.0938,148285.2031,0.0,3.53,79.0
Multifamily LR (1-4),Low-Rise Multifamily,1991,3,33733,1.0,37.09999847,905926.875,145995.7969,4077.890137,25.13,90.0
NonResidential,Warehouse,1953,1,26094,1.0,27.20000076,709990.8125,208086.4063,0.0,4.95,19.0
NonResidential,Small- and Mid-Sized Office,1983,2,23687,1.0,45.79999924,1084553.75,317864.5,0.0,7.56,68.0
NonResidential,Small- and Mid-Sized Office,1983,2,24221,1.0,59.29999924,1435562.75,420739.3125,0.0,10.01,20.0
NonResidential,Mixed Use Property,1900,2,71919,1.0,93.40000153,5381105.0,1577111.5,0.0,37.51,37.0
NonResidential,Small- and Mid-Sized Office,1900,2,32027,1.0,124.9000015,3999505.25,533591.6875,21788.90039,128.41,54.0
NonResidential,Small- and Mid-Sized Office,1906,3,32160,1.0,56.20000076,2805826.0,822340.5,0.0,19.56,77.625
NonResidential,Other,1992,3,47836,1.0,81.69999695,3540225.75,498235.5,18402.45898,109.59,66.625
NonResidential,Small- and Mid-Sized Office,1914,3,34425,1.0,40.40000153,2018385.75,362887.0938,7802.150391,50.07,84.0
Multifamily MR (5-9),Mid-Rise Multifamily,2009,7,142586,1.0,42.29999924,4354499.0,332213.6875,32209.85938,178.97,71.375
SPS-District K-12,K-12 School,1971,2,52609,1.0,34.29999924,1801941.75,312475.0938,7357.766113,46.51,67.0
Multifamily MR (5-9),Mid-Rise Multifamily,1993,6,29358,1.0,27.39999962,803938.0,146101.4063,3054.400146,19.7,83.25
Multifamily MR (5-9),Mid-Rise Multifamily,1999,6,92841,1.0,35.0,1712279.875,483389.0938,629.5599976,14.84,70.5
NonResidential,Medical Office,1984,3,40304,1.0,97.59999847,1961581.5,574906.625,0.0,13.67,5.0
Multifamily MR (5-9),Mid-Rise Multifamily,1981,5,82082,1.0,41.5,2594119.0,715802.375,1518.01001,25.09,11.0
Multifamily LR (1-4),Low-Rise Multifamily,1995,4,33852,1.0,35.5,1203400.5,145783.7969,7059.860352,40.96,88.0
Multifamily HR (10+),High-Rise Multifamily,1985,13,154889,1.0,27.60000038,4268054.0,858509.0,13388.20996,91.53,73.0
Multifamily MR (5-9),Mid-Rise Multifamily,2004,7,193946,1.0,42.20000076,8819864.0,1584483.25,34136.05859,218.99,80.0
NonResidential,Distribution Center,1990,1,29619,1.0,43.20000076,1280263.75,162291.0,7265.27002,42.45,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,3,34846,1.0,29.70000076,1034827.313,303290.5,0.0,7.21,67.0
NonResidential,K-12 School,1922,2,21592,1.0,69.19999695,1431784.0,138508.7969,9591.918945,54.24,47.0
Multifamily MR (5-9),Mid-Rise Multifamily,1980,6,62538,0.0,29.79999924,1872413.0,548772.8125,0.0,13.05,82.0
NonResidential,K-12 School,1931,2,23923,1.0,33.70000076,805643.5,147866.2031,3011.23999,19.51,69.0
NonResidential,Small- and Mid-Sized Office,1907,3,25200,1.0,72.90000153,1748444.25,354308.5938,5395.430176,37.08,47.0
NonResidential,Small- and Mid-Sized Office,1947,1,45068,1.0,6.300000191,284857.3125,41554.60156,1430.729858,8.59,100.0
NonResidential,Small- and Mid-Sized Office,1963,2,28296,1.0,49.40000153,1328461.25,389349.5938,0.0,9.26,80.0
Multifamily MR (5-9),Other,1982,5,124260,1.0,42.5,1527695.5,447741.9063,0.0,10.65,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,1998,6,71597,1.0,35.29999924,1570758.25,460362.8125,0.0,10.95,58.625
NonResidential,Small- and Mid-Sized Office,1999,3,31357,1.0,64.40000153,1965075.625,520124.4063,1904.109985,22.48,55.0
NonResidential,Distribution Center,1968,1,160000,1.0,7.199999809,1157976.5,339383.5,0.0,8.07,94.0
NonResidential,Warehouse,1960,1,53550,1.0,85.69999695,4590246.5,439340.0938,30912.17969,174.62,11.0
NonResidential,Warehouse,1924,1,38412,1.0,40.70000076,1628540.0,123474.2031,12072.45996,67.05,62.0
NonResidential,Self-Storage Facility,1930,1,25881,1.0,21.10000038,545426.375,159855.2969,0.0,3.8,76.125
Multifamily MR (5-9),Mid-Rise Multifamily,1979,5,91560,1.0,27.39999962,2506927.5,734738.3125,0.0,17.48,76.0
Multifamily MR (5-9),Mid-Rise Multifamily,2001,5,23286,1.0,38.40000153,941688.875,275993.1875,0.0,6.56,64.5
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,37456,1.0,26.29999924,985966.625,288970.1875,0.0,6.87,72.0
Multifamily MR (5-9),Mid-Rise Multifamily,1963,8,50784,1.0,35.5,1802805.125,432233.3125,3280.25,27.7,63.0
Multifamily HR (10+),High-Rise Multifamily,1960,10,38220,1.0,87.80000305,3356932.25,182689.0938,27335.9707,149.53,40.0
Multifamily LR (1-4),Low-Rise Multifamily,1981,4,35251,1.0,22.60000038,798322.375,233974.9063,0.0,5.57,46.0
NonResidential,Small- and Mid-Sized Office,1953,1,24291,1.0,27.29999924,655422.375,96567.0,3259.355957,19.61,98.0
NonResidential,Warehouse,1966,1,36544,1.0,34.70000076,1269847.75,372171.0,0.0,8.85,5.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,4,35456,1.0,26.89999962,953432.1875,175990.0938,3529.539795,22.93,86.0
NonResidential,Warehouse,1949,1,20796,1.0,63.70000076,1324092.125,122128.7031,9073.890625,51.1,62.125
NonResidential,Distribution Center,1947,1,21349,1.0,30.89999962,659761.875,114315.2969,2697.179932,17.04,70.0
NonResidential,Warehouse,1936,1,38630,1.0,10.80000019,416885.5938,122182.2031,0.0,2.91,33.0
NonResidential,Warehouse,1950,1,20724,1.0,88.40000153,1832031.5,88948.0,15285.40918,83.3,73.125
NonResidential,Other,1960,1,24109,1.0,196.8999939,4747403.5,1391384.25,0.0,33.1,53.125
NonResidential,Refrigerated Warehouse,1955,1,25375,1.0,158.3999939,4069301.5,1192643.875,0.0,28.37,68.625
Nonresidential COS,Warehouse,1985,1,22803,1.0,33.5,764094.5,121234.0,3504.440186,21.5,78.0
Nonresidential COS,Mixed Use Property,1985,1,23100,1.0,187.1999969,4323672.0,460915.5938,27510.27734,157.07,55.0
NonResidential,Refrigerated Warehouse,1951,1,41550,1.0,15.5,642645.1875,188348.5,0.0,4.48,94.0
NonResidential,Other,1994,2,54170,1.0,107.1999969,5804784.5,825435.875,29883.96875,178.35,77.0
SPS-District K-12,K-12 School,2000,2,64493,1.0,30.89999962,1989763.875,489828.3125,3184.696045,28.57,85.0
NonResidential,K-12 School,1912,2,42252,1.0,52.20000076,2203758.5,93303.20313,18854.07813,102.35,49.0
NonResidential,Self-Storage Facility,1955,1,23100,1.0,37.09999847,863703.0,203280.0938,1701.110474,13.87,51.375
NonResidential,Worship Facility,1981,3,22895,1.0,19.20000076,440419.1875,66526.39844,2134.310303,12.92,96.0
NonResidential,Retail Store,2002,2,54211,1.0,36.20000076,1267463.125,371472.0938,0.0,8.84,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1921,3,22170,1.0,31.79999924,706879.5,192048.5,516.0999756,7.31,65.75
Multifamily LR (1-4),Low-Rise Multifamily,1962,4,21640,1.0,27.39999962,592221.0,173570.0,0.0,4.13,89.0
Multifamily LR (1-4),Low-Rise Multifamily,2010,4,88043,1.0,37.20000076,2468322.5,453503.9063,9209.669922,59.7,82.0
SPS-District K-12,K-12 School,1961,1,41428,1.0,33.90000153,1404702.25,192707.2969,7471.848633,44.27,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,2005,7,289471,1.0,48.5,9367205.0,1174451.375,53599.76563,312.6,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1983,4,35577,1.0,35.90000153,1026041.125,300715.4063,0.0,7.15,55.0
Multifamily LR (1-4),Low-Rise Multifamily,2009,4,41474,1.0,35.29999924,823032.375,241217.0,0.0,5.74,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1970,3,22045,1.0,28.0,615327.8125,180342.2031,0.0,4.29,59.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,37091,1.0,21.39999962,793060.875,232432.7969,0.0,5.53,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,3,30110,0.0,20.10000038,522791.0938,153221.2969,0.0,3.64,96.0
NonResidential,Self-Storage Facility,2006,6,48179,1.0,16.5,797170.3125,191342.4063,1443.099976,12.22,81.25
Multifamily LR (1-4),Low-Rise Multifamily,1970,4,25300,1.0,25.60000038,646505.1875,189479.7969,0.0,4.51,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1993,4,26390,1.0,57.0,826416.5,242208.7969,0.0,5.76,80.125
NonResidential,Warehouse,1937,1,52325,1.0,15.5,808968.1875,158390.7031,2685.389893,18.03,67.0
NonResidential,Other,1920,4,20600,1.0,13.10000038,270838.5,29681.59961,1695.649902,9.71,95.0
Campus,Other,1991,0,230971,10.0,91.0,21022288.0,4519276.0,56025.15234,405.05,49.625
NonResidential,Retail Store,1944,1,25880,1.0,6.300000191,162960.0,47760.80078,0.0,1.14,100.0
NonResidential,Warehouse,1960,1,45842,1.0,11.39999962,819354.625,196713.7969,1481.669922,12.55,99.0
NonResidential,Other,1972,1,31365,1.0,20.79999924,652991.6875,187982.9063,115.9399872,5.09,75.875
NonResidential,Other,1910,1,32100,1.0,23.60000038,758008.875,92034.20313,4439.880371,25.77,89.375
NonResidential,Warehouse,1966,1,20520,1.0,56.90000153,1167887.75,134489.0938,7090.110352,40.85,20.0
NonResidential,Warehouse,1945,1,22972,1.0,21.60000038,495481.0,145217.2031,0.0,3.45,12.0
NonResidential,Warehouse,1953,1,24990,1.0,16.20000076,523614.0938,121398.7969,1094.011719,8.7,80.0
NonResidential,Retail Store,1951,2,24000,1.0,47.79999924,1318947.25,184901.2969,6880.640137,40.94,67.625
NonResidential,Warehouse,1963,1,100386,1.0,36.09999847,3626431.5,614081.5,15311.85156,95.93,76.125
NonResidential,Distribution Center,1966,1,24354,1.0,30.20000076,735907.8125,138417.2969,2636.280273,17.29,10.0
NonResidential,Distribution Center,1959,1,33600,1.0,25.20000076,847419.375,188392.2031,2046.25,15.35,58.0
NonResidential,Other,1974,1,20819,1.0,81.40000153,1694930.375,246130.2969,8551.336914,51.27,69.875
NonResidential,Warehouse,1967,1,23296,1.0,61.40000153,1429855.75,228213.5,6511.909668,40.01,73.375
NonResidential,Mixed Use Property,1954,1,35222,1.0,51.40000153,1758134.625,336365.3125,6104.560059,40.42,75.125
NonResidential,Refrigerated Warehouse,1957,1,25520,1.0,63.90000153,1610794.75,168624.4063,10354.4834,59.0,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1983,4,28176,1.0,23.0,648634.875,190104.0,0.0,4.52,98.0
Multifamily LR (1-4),Low-Rise Multifamily,2001,3,59846,1.0,33.20000076,1986556.25,418606.0938,5582.719727,39.61,72.0
Multifamily LR (1-4),Senior Care Community,2001,3,66363,1.0,32.70000076,2168701.5,479146.9063,5338.52002,39.75,91.0
Multifamily LR (1-4),Low-Rise Multifamily,2001,3,121635,1.0,60.09999847,7308538.0,1444205.125,23809.0918,160.8,3.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,22207,1.0,28.29999924,628543.0,111226.2031,2490.389893,15.87,86.25
Multifamily LR (1-4),Low-Rise Multifamily,1953,2,20645,1.0,37.20000076,767642.8125,224983.2031,0.0,5.35,82.25
Multifamily LR (1-4),Low-Rise Multifamily,1968,4,20278,1.0,24.60000038,498649.3125,146145.7031,0.0,3.48,77.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,20832,1.0,78.40000153,1633141.125,98956.10156,12955.03027,71.16,34.0
Multifamily LR (1-4),Low-Rise Multifamily,1993,3,67313,1.0,38.0,2557933.75,749687.375,0.0,17.83,36.0
Multifamily LR (1-4),Low-Rise Multifamily,2005,2,25951,1.0,32.79999924,850615.8125,249301.2031,0.0,5.93,38.0
NonResidential,Other,1952,1,25460,1.0,101.5,834711.875,244640.0,0.0,5.82,66.125
Multifamily LR (1-4),Low-Rise Multifamily,1987,3,85695,1.0,26.29999924,2251887.5,659990.375,0.0,15.7,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1970,3,46986,1.0,30.5,1433398.75,420105.0938,0.0,9.99,72.0
SPS-District K-12,K-12 School,1970,1,41526,1.0,43.70000076,1814947.0,256331.9063,9403.424805,56.04,79.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,3,41332,1.0,28.79999924,941257.3125,275866.6875,0.0,6.56,81.0
NonResidential,Small- and Mid-Sized Office,1974,2,24291,1.0,37.90000153,920430.625,269762.6875,0.0,6.42,87.0
NonResidential,Retail Store,1958,2,20738,1.0,25.39999962,526752.8125,154382.4063,0.0,3.67,44.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,27344,1.0,37.29999924,806370.3125,236333.5938,0.0,5.62,31.0
NonResidential,Mixed Use Property,2000,4,30948,1.0,39.20000076,919746.3125,269562.1875,0.0,6.41,77.0
Multifamily LR (1-4),Low-Rise Multifamily,1991,4,63670,1.0,33.0,2100813.5,615713.1875,0.0,14.65,37.0
NonResidential,Medical Office,1986,2,28385,1.0,129.0,2654316.0,777935.375,0.0,18.5,1.0
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,64195,1.0,31.29999924,1532390.25,449117.9063,0.0,10.68,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1992,4,22935,1.0,21.5,493969.6875,144774.2031,0.0,3.44,75.375
Multifamily MR (5-9),Mid-Rise Multifamily,2014,6,84389,1.0,29.89999962,2526375.0,463477.4063,9449.899414,61.21,91.0
Multifamily LR (1-4),Low-Rise Multifamily,1923,4,30920,1.0,37.70000076,1166069.875,220969.5,4121.220215,27.14,73.0
NonResidential,Warehouse,1978,1,21755,1.0,42.09999847,844076.8125,173533.2969,2519.810303,17.51,62.875
NonResidential,Other,1960,1,27933,1.0,219.3999939,6129780.0,1796535.5,0.0,42.73,48.625
NonResidential,Small- and Mid-Sized Office,1983,1,23143,1.0,49.29999924,1139980.625,137694.2031,6701.679688,38.87,75.0
NonResidential,Small- and Mid-Sized Office,1962,1,28800,1.0,58.29999924,2107743.75,230523.5938,10288.21973,60.12,73.0
NonResidential,Warehouse,1952,1,39600,1.0,10.19999981,405050.4063,118713.5,0.0,2.82,85.0
NonResidential,Warehouse,1952,1,39600,1.0,11.80000019,468396.9063,99262.29688,1297.139771,9.25,91.0
NonResidential,Distribution Center,1937,1,41248,1.0,26.79999924,1108310.875,269114.5,1900.920166,16.5,37.0
NonResidential,Other,2009,1,36400,1.0,43.09999847,1567746.75,235695.7031,7635.529785,46.16,87.75
Multifamily LR (1-4),Low-Rise Multifamily,1968,3,35448,1.0,26.5,819803.6875,240270.7031,0.0,5.72,76.0
NonResidential,Other,1920,1,31332,1.0,114.0,3573328.25,1047282.5,0.0,24.91,55.375
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,23596,1.0,25.20000076,501897.6875,147097.7969,0.0,3.5,91.0
NonResidential,Worship Facility,1948,2,35864,1.0,34.20000076,1228113.5,137113.9063,7602.810059,43.64,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1996,4,42048,1.0,29.29999924,901015.1875,264072.4063,0.0,6.28,54.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,6,71000,1.0,14.69999981,1041652.813,305290.9063,0.0,7.26,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,32922,1.0,23.60000038,776237.375,227502.0938,0.0,5.41,81.0
NonResidential,Worship Facility,1954,1,20484,1.0,40.20000076,822636.625,33717.30078,7075.929688,38.38,69.0
NonResidential,Medical Office,1984,4,45264,1.0,85.09999847,1849331.25,542007.875,0.0,12.89,4.0
NonResidential,Medical Office,1987,4,36932,2.0,102.1999969,2824096.75,827695.3125,0.0,19.69,73.75
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,20808,1.0,25.70000076,535649.875,156990.0,0.0,3.73,78.0
NonResidential,Other,1973,4,45082,1.0,94.5,4262316.5,844015.125,13825.37012,93.5,69.5
NonResidential,Worship Facility,1951,2,41600,0.0,28.70000076,1195165.25,206352.5938,4910.900391,30.99,58.0
Multifamily MR (5-9),Mid-Rise Multifamily,1981,7,61745,1.0,24.5,1210798.375,354864.6875,0.0,8.44,96.0
NonResidential,Small- and Mid-Sized Office,1960,2,34110,1.0,75.19999695,2563985.5,751461.125,0.0,17.87,31.0
Multifamily LR (1-4),Low-Rise Multifamily,1994,4,42712,1.0,20.39999962,871805.3125,255511.5,0.0,6.08,99.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,43969,1.0,27.89999962,754098.5,221013.5938,0.0,5.26,89.0
Multifamily MR (5-9),Mid-Rise Multifamily,2007,8,128571,1.0,40.70000076,3010890.0,551173.6875,11302.85059,73.14,67.875
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,21239,1.0,21.39999962,454124.3125,132702.7969,13.42159939,3.23,80.125
Multifamily MR (5-9),Mid-Rise Multifamily,1997,5,26843,1.0,27.89999962,607817.1875,91253.29688,2964.610352,17.92,99.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,26280,1.0,33.09999847,816510.875,158470.4063,2758.100098,18.42,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,26970,1.0,24.70000076,676032.625,198133.7969,0.0,4.71,71.625
Multifamily MR (5-9),Mid-Rise Multifamily,2005,5,46225,1.0,41.20000076,1640591.375,263972.8125,7399.160156,45.58,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,34040,1.0,39.59999847,1019487.188,161878.0938,4671.590332,28.66,94.0
NonResidential,Warehouse,1970,1,23750,1.0,25.0,522972.1875,153274.4063,0.0,3.65,82.5
NonResidential,Warehouse,1970,1,43390,1.0,12.30000019,533742.8125,156431.0938,0.0,3.72,87.0
NonResidential,Warehouse,1959,1,35400,1.0,11.89999962,419978.6875,82651.20313,1379.729736,9.29,84.0
NonResidential,Distribution Center,1966,1,28144,1.0,30.39999962,858701.0,237500.0,483.5099792,8.22,19.0
NonResidential,Warehouse,1916,3,71283,1.0,34.90000153,2491238.25,566226.1875,5592.740234,43.17,41.0
NonResidential,Warehouse,1989,1,23792,1.0,119.9000015,2852102.75,835903.375,0.0,19.88,78.625
NonResidential,Small- and Mid-Sized Office,1979,2,47368,1.0,22.0,1042652.625,305584.0,0.0,7.27,99.0
NonResidential,Mixed Use Property,1931,1,46183,1.0,40.90000153,1890502.5,460463.6875,3194.0,27.92,62.625
NonResidential,Small- and Mid-Sized Office,1984,5,72613,1.0,52.20000076,2602213.75,611376.5,5161.969727,41.96,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1962,2,20931,1.0,68.5,1433504.375,74876.39844,11780.25977,64.35,39.0
NonResidential,Retail Store,1968,1,36071,1.0,42.09999847,1519952.125,190315.0938,8705.969727,50.76,97.0
SPS-District K-12,K-12 School,1989,3,51672,1.0,27.79999924,1436510.375,355663.3125,2229.87085,20.3,97.0
Nonresidential COS,Medical Office,1990,2,38352,1.0,76.69999695,2108861.75,618071.875,0.0,14.7,36.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,2,21300,1.0,27.70000076,588969.8125,172617.2031,0.0,4.11,72.375
Nonresidential COS,Mixed Use Property,1995,1,28425,1.0,75.19999695,2133797.75,356185.4063,9184.930664,57.25,63.125
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,70094,1.0,30.5,1400053.875,410332.3125,0.0,9.76,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,134490,1.0,29.0,2712983.75,795130.0,0.0,18.91,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1976,3,36172,1.0,26.39999962,716940.625,210123.2031,0.0,5.0,73.0
NonResidential,Other,2009,3,35115,1.0,54.79999924,1922953.25,445866.6875,4016.560059,31.94,63.75
Multifamily LR (1-4),Low-Rise Multifamily,1985,4,38100,1.0,32.5,1054581.375,309080.0938,0.0,7.35,73.0
NonResidential,Mixed Use Property,1972,1,66704,1.0,9.0,600516.875,76995.60156,3378.07959,19.77,82.25
Nonresidential COS,Warehouse,1969,1,25658,1.0,41.5,1063960.125,239048.4063,2483.27002,18.87,85.25
Multifamily LR (1-4),Low-Rise Multifamily,1908,3,23490,1.0,70.40000153,1652833.25,77109.70313,13897.34961,75.64,58.0
Multifamily MR (5-9),Mid-Rise Multifamily,2006,5,131050,1.0,46.90000153,3129057.0,872126.0,1533.630005,28.89,60.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,40800,1.0,56.09999847,2288635.0,116594.8984,18908.12891,103.19,87.0
Multifamily MR (5-9),Mid-Rise Multifamily,1965,5,39226,1.0,23.20000076,911088.8125,267024.8125,0.0,6.35,77.0
NonResidential,Small- and Mid-Sized Office,1907,2,36000,1.0,29.10000038,1046187.625,238351.2969,2329.330078,18.04,95.0
Multifamily LR (1-4),Low-Rise Multifamily,1905,3,23469,1.0,66.40000153,1559452.75,108308.5,11899.04004,65.77,11.0
Multifamily LR (1-4),Low-Rise Multifamily,1916,3,21000,1.0,56.29999924,1666762.125,118412.1016,12627.40039,69.88,15.0
NonResidential,Mixed Use Property,1913,1,36000,1.0,64.59999847,1162163.125,223634.5,3991.219971,26.52,59.0
NonResidential,Warehouse,1915,2,43200,1.0,44.70000076,1929851.5,338685.5938,7742.560547,49.18,38.0
NonResidential,Small- and Mid-Sized Office,1913,4,53840,1.0,68.0,2912454.75,684993.375,5752.569824,46.85,71.0
NonResidential,Retail Store,1975,1,43794,1.0,26.60000038,1164537.75,243576.7031,3334.540039,23.5,88.0
NonResidential,Warehouse,1968,1,48280,1.0,56.0,2701833.75,412415.1875,12946.73047,78.57,18.0
NonResidential,Distribution Center,1954,1,36040,1.0,10.10000038,363808.1875,73573.0,1127.769897,7.74,88.75
NonResidential,Supermarket / Grocery Store,1965,1,32822,1.0,252.3000031,8839812.0,1585199.625,34311.10156,219.93,42.0
Multifamily LR (1-4),Low-Rise Multifamily,1961,2,20144,1.0,33.59999847,677642.125,198605.5,0.0,4.72,61.0
SPS-District K-12,K-12 School,1948,1,64314,1.0,45.0,2936336.25,304246.6875,18982.46094,108.05,86.0
NonResidential,Worship Facility,1950,2,20385,1.0,39.70000076,809291.8125,56816.5,6154.339844,34.04,65.0
NonResidential,Worship Facility,1946,1,24295,1.0,8.899999619,216115.0,63339.69922,0.0,1.51,53.0
NonResidential,Small- and Mid-Sized Office,1967,2,20317,1.0,30.60000038,620994.3125,182003.0,0.0,4.33,83.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,2,20979,1.0,26.70000076,587775.5,152306.7031,681.0499268,7.24,64.0
Multifamily LR (1-4),Low-Rise Multifamily,2004,2,73697,1.0,48.40000153,3579008.75,730230.1875,10874.62988,75.12,1.0
NonResidential,Supermarket / Grocery Store,1973,1,24377,1.0,404.1000061,9851260.0,1669868.875,41536.66797,260.32,6.0
