BuildingType,PrimaryPropertyType,YearBuilt,NumberofFloors,PropertyGFATotal,NumberofBuildings,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kWh),NaturalGas(therms),TotalGHGEmissions,ENERGYSTARScore
Multifamily MR (5-9),Mid-Rise Multifamily,2001,6,142063,1.0,39.5,2807792.75,758533.0,2196.780029,29.71,74.0
Multifamily MR (5-9),Mid-Rise Multifamily,1992,8,188717,1.0,31.0,4192895.0,1093982.625,4602.260254,50.46,85.0
Multifamily LR (1-4),Low-Rise Multifamily,1924,3,33400,1.0,52.59999847,1713381.75,136114.5,12489.58984,69.57,82.0
Multifamily MR (5-9),Mid-Rise Multifamily,1994,7,88144,1.0,26.20000076,2306723.5,267077.5,13954.5498,80.47,33.0
SPS-District K-12,K-12 School,1925,2,37327,1.0,40.20000076,1967476.375,212356.4063,12429.16309,71.06,92.0
Multifamily LR (1-4),Low-Rise Multifamily,2000,3,37619,1.0,29.79999924,1119640.25,188210.2031,4774.67041,29.84,62.0
NonResidential,Retail Store,1917,2,147545,1.0,46.0,6787070.0,1211462.625,26535.5918,169.75,69.0
Nonresidential COS,Other,1923,2,21462,1.0,42.90000153,1114384.625,326607.4063,0.0,7.77,58.5
Multifamily LR (1-4),Low-Rise Multifamily,1993,3,24178,1.0,22.5,775728.8125,156360.0938,2422.279785,16.58,81.0
Multifamily LR (1-4),Low-Rise Multifamily,1918,3,107518,1.0,49.70000076,4086293.0,537127.375,22536.14063,132.47,81.0
Multifamily MR (5-9),Mid-Rise Multifamily,1997,6,30720,1.0,27.60000038,846389.3125,177421.7969,2410.26001,17.02,60.75
Multifamily HR (10+),High-Rise Multifamily,1982,24,167941,1.0,17.29999924,2407904.5,626561.625,2700.76001,29.25,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,4,38970,1.0,21.0,818836.125,239987.0938,0.0,5.71,85.0
Multifamily MR (5-9),Mid-Rise Multifamily,1989,5,24648,1.0,23.20000076,572692.625,167846.5938,0.0,3.99,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,34270,1.0,30.10000038,635697.3125,186312.2031,0.0,4.43,52.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,4,20837,1.0,18.60000038,387226.0,113489.3984,0.0,2.7,81.75
SPS-District K-12,K-12 School,1930,2,47602,1.0,48.79999924,2249592.5,227970.7969,14717.55859,83.59,78.0
NonResidential,Other,1917,2,28072,1.0,57.20000076,1362523.0,56399.80078,11700.86914,63.48,80.625
Multifamily LR (1-4),Low-Rise Multifamily,1986,4,24864,1.0,24.70000076,614985.0,180241.7969,0.0,4.29,37.0
Multifamily MR (5-9),Mid-Rise Multifamily,1990,5,39050,1.0,25.79999924,1007356.313,295239.1875,0.0,7.02,95.0
Multifamily MR (5-9),Mid-Rise Multifamily,1980,8,77800,0.0,67.30000305,3116420.25,723711.625,6471.160156,51.58,13.0
NonResidential,Restaurant,1955,2,31020,1.0,160.1999969,4970047.0,358030.9063,37484.44922,207.6,56.875
NonResidential,Small- and Mid-Sized Office,1917,2,21600,1.0,75.80000305,1636649.125,364005.0,3946.640625,29.62,70.0
NonResidential,Small- and Mid-Sized Office,1974,5,61825,1.0,104.0999985,4322873.0,561459.1875,24071.73828,141.2,59.0
Multifamily HR (10+),High-Rise Multifamily,2001,16,590869,1.0,36.29999924,14856602.0,2632832.0,58733.78125,374.56,93.0
Multifamily MR (5-9),Mid-Rise Multifamily,2001,7,145275,1.0,25.79999924,2653900.0,777813.5,0.0,18.5,57.0
NonResidential,Small- and Mid-Sized Office,1942,3,64630,1.0,21.79999924,1408291.375,412746.5,0.0,9.82,96.0
NonResidential,Worship Facility,1948,2,20920,1.0,49.79999924,1042108.5,83542.39844,7570.620117,42.19,15.0
Multifamily LR (1-4),Low-Rise Multifamily,1903,3,26640,1.0,81.59999847,2173356.25,330755.1875,10448.19531,63.36,3.0
Multifamily MR (5-9),Mid-Rise Multifamily,2009,7,40329,1.0,93.80000305,3696784.75,370405.0,24329.62891,138.03,62.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,34880,1.0,22.5,922153.6875,270267.6875,0.0,6.43,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1902,4,56776,1.0,31.10000038,1583110.25,202158.9063,8933.44043,52.25,99.0
Multifamily MR (5-9),Mid-Rise Multifamily,1990,6,112676,1.0,39.5,3073937.5,690259.5,7187.720215,54.59,84.0
NonResidential,Worship Facility,1926,2,22128,1.0,27.5,608359.6875,44931.30078,4550.540039,25.24,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1973,4,26880,1.0,44.5,1195994.125,277540.5,2490.26001,19.83,13.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,23098,1.0,22.0,507603.3125,148770.0,0.0,3.54,89.0
NonResidential,Retail Store,1968,1,48139,1.0,21.5,859236.625,137280.9063,3908.339844,24.02,98.0
NonResidential,Other,2002,1,29924,1.0,0.0,0.0,0.0,0.0,0.0,93.5
Multifamily MR (5-9),Mid-Rise Multifamily,1993,5,214388,1.0,26.60000038,4555219.5,1335058.375,0.0,31.76,96.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,43228,1.0,23.70000076,1022957.688,299811.6875,0.0,7.13,100.0
Multifamily MR (5-9),Mid-Rise Multifamily,1967,5,23231,1.0,25.70000076,566665.1875,166080.0,0.0,3.95,93.0
NonResidential,Worship Facility,1949,2,21364,1.0,45.20000076,965651.125,47544.0,8034.310547,43.8,86.0
Multifamily MR (5-9),Mid-Rise Multifamily,1999,6,208125,1.0,37.59999847,3273645.5,123633.7031,28518.07031,154.4,60.375
Multifamily MR (5-9),Mid-Rise Multifamily,1923,6,39251,1.0,32.09999847,1082076.0,304197.1875,441.5499878,9.58,83.0
Multifamily MR (5-9),Mid-Rise Multifamily,1992,5,44715,1.0,40.5,1809586.75,403999.3125,4311.410156,32.51,79.0
Multifamily MR (5-9),Mid-Rise Multifamily,1990,5,21715,1.0,24.29999924,528411.875,134615.0938,691.0500488,6.87,84.625
Multifamily MR (5-9),Mid-Rise Multifamily,1994,7,86525,1.0,37.0,2321336.0,550901.8125,0.0,13.1,84.0
Multifamily LR (1-4),Low-Rise Multifamily,1916,3,56652,1.0,28.89999962,1638562.75,206436.0,9342.030273,54.53,98.0
Multifamily MR (5-9),Mid-Rise Multifamily,1996,5,20798,1.0,31.10000038,647792.875,189857.2031,0.0,4.52,53.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,3,33166,1.1068883610451306,54.73211639909587,5403667.294533343,1086638.9665709303,13685.04537626651,119.72397089397089,67.91867350967233
Multifamily LR (1-4),Low-Rise Multifamily,1965,3,20296,1.0,28.5,556700.6875,163159.5938,0.0,3.88,67.0
Multifamily LR (1-4),Other,1909,3,30700,1.0,0.0,0.0,0.0,0.0,0.0,93.5
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,31537,1.0,34.09999847,832986.875,244134.5,0.0,5.81,63.0
Multifamily MR (5-9),Mid-Rise Multifamily,1980,5,48744,1.0,34.40000153,1678495.25,491938.8125,0.0,11.7,32.0
Multifamily MR (5-9),Mid-Rise Multifamily,2010,5,23931,1.0,28.79999924,635516.375,140744.2031,1552.970093,11.6,86.375
Multifamily LR (1-4),Low-Rise Multifamily,1999,4,39966,1.0,23.79999924,871355.5,254464.7031,31.22000122,6.22,68.625
Multifamily MR (5-9),Mid-Rise Multifamily,1999,7,72763,1.0,38.79999924,2821489.25,700500.875,4313.800293,39.57,68.5
Multifamily LR (1-4),Low-Rise Multifamily,1980,4,59600,1.0,23.60000038,1406648.125,412264.9063,0.0,9.81,48.0
Multifamily LR (1-4),Low-Rise Multifamily,1978,4,40948,1.0,21.39999962,687953.6875,201627.7031,0.0,4.8,85.0
NonResidential,University,1992,2,28923,1.0,15.30000019,439311.9063,51221.5,2645.440186,15.27,86.5
Multifamily MR (5-9),Mid-Rise Multifamily,1992,7,65210,0.0,47.79999924,2709973.75,387657.0,13872.87988,82.9,95.0
NonResidential,University,1928,3,21600,1.0,15.0,323739.4063,69034.70313,881.9299927,6.33,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,21712,1.0,56.40000153,1224685.125,98205.79688,8896.070313,49.58,93.0
Multifamily MR (5-9),Mid-Rise Multifamily,1908,5,53232,1.0,37.09999847,1759518.5,346086.0,5786.730469,38.97,63.5
NonResidential,Retail Store,1996,1,25735,1.0,45.5,1169394.875,279512.0,2157.0,18.1,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1984,4,57856,1.0,28.0,1675510.875,491064.0938,0.0,11.68,59.0
NonResidential,Retail Store,1956,2,25862,1.0,185.6999969,4801472.0,640540.125,26159.49023,154.17,20.0
NonResidential,Retail Store,2003,2,49965,1.0,67.59999847,3377209.75,951698.8125,1300.129883,29.54,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1981,3,53698,1.0,19.0,1018111.0,298391.1875,0.0,7.1,97.0
Multifamily MR (5-9),Mid-Rise Multifamily,1911,6,23338,1.0,64.80000305,2050861.125,188762.2969,14068.04004,79.21,62.0
Multifamily MR (5-9),Mid-Rise Multifamily,1900,6,39594,1.0,25.29999924,999856.0,177188.0938,3952.899902,25.21,74.0
NonResidential,Small- and Mid-Sized Office,1929,2,20028,1.0,25.60000038,511797.4063,105526.1016,0.0,14.22,95.0
Multifamily HR (10+),High-Rise Multifamily,1906,10,65535,1.0,57.90000153,3245772.0,653927.3125,0.0,93.87,84.5
NonResidential,Small- and Mid-Sized Office,1900,7,23622,1.0,19.39999962,552007.5,123050.5,1321.589966,9.95,100.0
NonResidential,Small- and Mid-Sized Office,1902,3,23563,1.0,37.5,883197.6875,258850.4063,0.0,6.16,67.0
NonResidential,Mixed Use Property,1903,3,28600,1.0,40.90000153,1062722.625,204504.2969,3649.539795,24.25,85.375
NonResidential,Mixed Use Property,1978,2,38539,1.0,83.59999847,2186018.5,640685.3125,0.0,15.24,55.0
NonResidential,Small- and Mid-Sized Office,1906,5,26840,1.0,68.5,1989287.0,583026.625,0.0,13.87,24.0
NonResidential,Retail Store,1906,2,46800,1.0,26.60000038,1245187.5,364943.5,0.0,8.68,86.0
NonResidential,Small- and Mid-Sized Office,1979,3,63990,1.0,53.0,2067352.5,604519.375,47.32000351,14.63,51.0
NonResidential,Small- and Mid-Sized Office,1908,3,28800,1.0,38.40000153,1345025.75,270780.6875,4211.220215,28.81,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1900,3,23015,1.0,63.40000153,1458617.125,236208.7031,6526.730469,40.28,81.25
Multifamily MR (5-9),Mid-Rise Multifamily,2000,6,36676,1.0,60.40000153,2214469.5,443201.0938,7022.67041,47.84,63.875
NonResidential,Small- and Mid-Sized Office,1954,3,33552,1.0,63.90000153,1696978.75,188650.0,10533.0498,60.43,75.0
NonResidential,Retail Store,1931,2,26270,1.0,59.40000153,1560461.75,311870.0,4963.61377,33.78,32.0
NonResidential,Small- and Mid-Sized Office,1926,3,57620,1.0,47.90000153,2385395.0,699119.1875,0.0,16.63,50.0
Multifamily LR (1-4),Low-Rise Multifamily,1923,3,33440,1.0,98.40000153,3288836.0,125641.6016,28601.46875,154.89,38.0
NonResidential,Mixed Use Property,1954,2,28696,1.0,20.20000076,418348.5,122610.8984,0.0,2.92,73.375
NonResidential,Hotel,1990,5,57800,1.0,42.29999924,2443065.25,403117.0,10676.2998,66.29,87.0
Multifamily MR (5-9),Mid-Rise Multifamily,1994,6,69590,1.0,60.20000076,4188660.5,451658.5938,26476.01172,151.36,97.0
Multifamily HR (10+),High-Rise Multifamily,1990,26,321050,1.0,62.59999847,14168729.0,2431792.75,58714.51563,369.68,32.0
Multifamily MR (5-9),Mid-Rise Multifamily,2000,7,192077,1.0,25.60000038,3644982.25,1068283.125,0.0,25.41,98.0
Multifamily MR (5-9),Mid-Rise Multifamily,2008,7,203940,1.0,45.29999924,6485203.0,1076337.75,28127.38086,174.99,97.0
Multifamily LR (1-4),Low-Rise Multifamily,1918,3,21284,1.0,36.90000153,785052.875,117017.5,3857.890381,23.27,94.0
Multifamily MR (5-9),Mid-Rise Multifamily,1908,5,48786,1.0,25.89999962,968698.3125,283909.1875,0.0,6.75,87.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,98222,1.0,45.09999847,2001936.5,374807.8125,7230.919922,47.32,82.0
NonResidential,Other,1955,2,31890,1.0,59.59999847,1858224.625,544614.375,0.0,12.95,2.0
NonResidential,Small- and Mid-Sized Office,1925,2,44098,1.0,55.59999847,1441900.5,290556.3125,0.0,41.69,53.0
NonResidential,Restaurant,1923,3,22381,1.0,157.8999939,3532966.5,386589.8125,22139.2207,126.78,67.0
Multifamily HR (10+),High-Rise Multifamily,2001,31,538339,1.0,42.0,22591288.0,3845287.5,94711.67188,594.48,47.0
NonResidential,Retail Store,1925,1,24825,1.0,18.0,439521.0938,77526.10156,1750.020142,11.14,85.625
Multifamily MR (5-9),Mid-Rise Multifamily,1991,6,41030,1.0,45.20000076,1135172.25,227481.0,3590.070068,24.48,68.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,6,41359,1.0,72.59999847,2926089.5,347451.8125,17405.83984,100.71,70.875
Multifamily MR (5-9),Mid-Rise Multifamily,1989,5,188715,1.0,32.79999924,3834440.0,1123532.375,9.469999313,26.78,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,23989,1.0,28.60000038,684941.375,200744.7969,0.0,4.77,61.0
NonResidential,Medical Office,1952,4,26670,1.0,58.20000076,1553208.375,455209.5938,0.329999954,10.83,51.0
Multifamily MR (5-9),Mid-Rise Multifamily,1991,6,41834,1.0,33.59999847,1044220.625,306043.5,0.0,7.28,69.5
Multifamily LR (1-4),Low-Rise Multifamily,1922,3,34060,1.0,64.5,2195828.0,109155.0,18233.9082,99.44,86.0
Multifamily MR (5-9),Mid-Rise Multifamily,1925,7,37300,1.0,48.5,1807738.25,326503.0,6937.100098,44.61,46.0
Nonresidential COS,Other,1922,2,37740,1.0,79.5,3095882.0,498054.5,13965.19922,86.02,65.375
Multifamily MR (5-9),Mid-Rise Multifamily,1998,6,328947,1.0,29.60000038,8233527.5,2279957.25,4543.129883,78.36,79.0
Multifamily MR (5-9),Mid-Rise Multifamily,2000,6,160141,1.0,27.20000076,3603765.25,1056203.0,0.0,25.12,74.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,44736,1.0,59.09999847,2400507.25,154402.4063,18736.85938,103.18,82.0
Multifamily LR (1-4),Low-Rise Multifamily,1923,3,22400,1.0,33.20000076,743748.5,217980.2031,0.0,5.18,57.0
Multifamily HR (10+),High-Rise Multifamily,1979,13,70200,1.0,53.29999924,3742915.0,1096985.5,0.0,26.09,9.0
Multifamily MR (5-9),Mid-Rise Multifamily,1929,6,21840,1.0,40.79999924,890977.8125,127341.8984,4564.870117,27.27,94.0
Multifamily LR (1-4),Low-Rise Multifamily,1925,3,33880,1.0,78.69999695,2204161.25,117370.8984,18036.91797,98.59,64.0
Multifamily HR (10+),High-Rise Multifamily,1949,18,393841,1.0,53.40000153,17431872.0,1696366.75,116438.6641,658.76,81.0
NonResidential,Small- and Mid-Sized Office,1965,1,23752,1.0,44.90000153,1067153.75,167367.4063,4960.959961,30.33,93.375
NonResidential,Hotel,1967,4,44416,1.0,50.70000076,2669564.25,438318.5938,11740.20996,72.78,61.0
NonResidential,Mixed Use Property,2006,2,33792,1.0,241.1000061,2547848.0,665206.1875,2781.640869,30.6,50.375
Multifamily MR (5-9),Mid-Rise Multifamily,2002,8,34080,1.0,35.90000153,1494727.0,352984.6875,2903.429932,23.82,79.5
Multifamily MR (5-9),Mid-Rise Multifamily,1994,8,224732,1.0,53.40000153,9851937.0,2270154.5,21061.68945,165.86,26.0
Multifamily MR (5-9),Mid-Rise Multifamily,1914,6,62607,1.0,31.5,1827817.25,535702.625,0.0,12.74,35.125
Multifamily LR (1-4),Low-Rise Multifamily,1989,4,31702,1.0,9.699999809,255971.2031,75020.89844,0.0,1.78,80.875
Multifamily LR (1-4),Low-Rise Multifamily,1930,3,29765,1.0,52.90000153,1308348.5,81661.60156,10297.19043,56.63,56.0
Multifamily LR (1-4),Low-Rise Multifamily,1928,4,27182,1.0,74.30000305,2019672.875,86314.39844,17251.67969,93.68,37.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,22374,1.0,23.29999924,520765.8125,152627.7031,0.0,3.63,85.0
Multifamily LR (1-4),Low-Rise Multifamily,1910,4,61802,1.0,63.20000076,3906967.0,853079.0,9962.610352,73.2,60.0
SPS-District K-12,K-12 School,2001,1,35805,1.0,12.10000038,431471.6875,72282.39844,1848.439575,11.54,100.0
Multifamily LR (1-4),Low-Rise Multifamily,2002,4,56473,0.0,37.79999924,1332591.5,390560.1875,0.0,9.29,63.0
Multifamily MR (5-9),Mid-Rise Multifamily,1968,8,51490,1.0,28.79999924,1484853.75,277313.5,5386.600098,35.2,99.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,45348,1.0,30.5,1384558.625,405790.9063,0.0,9.65,77.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,4,31317,1.0,28.10000038,878927.8125,257599.0,0.0,6.13,69.0
Multifamily MR (5-9),Mid-Rise Multifamily,1969,5,99372,1.0,28.5,2828591.0,829012.5,0.0,19.72,75.0
Multifamily LR (1-4),Low-Rise Multifamily,1964,4,26744,1.0,23.20000076,621649.6875,182195.0938,0.0,4.33,92.0
Multifamily LR (1-4),Low-Rise Multifamily,1987,4,30060,1.0,23.10000038,694305.625,203489.2969,0.0,4.84,84.0
NonResidential,Worship Facility,1928,2,45991,1.0,24.89999962,1145535.75,155049.5,6165.070313,36.43,77.0
Multifamily MR (5-9),Mid-Rise Multifamily,2002,5,119996,1.0,48.90000153,5073665.0,1161192.75,11116.75,86.66,41.0
Multifamily LR (1-4),Low-Rise Multifamily,1997,4,23794,1.0,24.10000038,574563.0,168394.7969,0.0,4.01,49.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,48996,1.0,30.29999924,1482554.375,434511.8125,0.0,10.34,39.0
Multifamily LR (1-4),Low-Rise Multifamily,2007,4,37090,1.0,26.39999962,925293.3125,250803.0938,695.5300293,9.66,40.0
Multifamily LR (1-4),Low-Rise Multifamily,1998,3,23533,1.0,51.0,1199359.875,310392.6875,1403.0,14.83,63.0
Multifamily MR (5-9),Mid-Rise Multifamily,2001,6,52020,1.0,42.90000153,1928564.75,479791.8125,2915.150146,26.89,56.0
Multifamily LR (1-4),Low-Rise Multifamily,1958,3,32612,1.0,24.70000076,806615.0,236405.2969,0.0,5.62,78.0
Multifamily LR (1-4),Low-Rise Multifamily,1971,4,58485,1.0,40.40000153,2363161.0,692602.8125,0.0,16.47,36.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,147443,1.0,30.79999924,2818073.0,825929.875,0.0,19.65,80.0
Multifamily LR (1-4),Low-Rise Multifamily,1988,4,65103,1.0,45.09999847,2213421.5,648716.6875,0.0,15.43,56.0
NonResidential,Residence Hall,1921,3,21499,1.0,28.10000038,605130.6875,177353.5938,0.0,4.22,85.0
NonResidential,Small- and Mid-Sized Office,1989,2,20384,1.0,71.59999847,1791071.375,515861.0,309.5351563,13.91,16.0
Multifamily LR (1-4),Low-Rise Multifamily,1960,4,21528,1.0,26.39999962,567280.625,166260.4063,0.0,3.95,74.0
NonResidential,Retail Store,1956,2,39265,1.0,133.3999939,5238803.0,1468083.625,2297.009766,47.12,69.0
NonResidential,Retail Store,1956,2,54284,1.0,124.0,6778694.0,1882825.375,3544.929932,63.61,18.0
NonResidential,Retail Store,1956,1,23409,1.0,108.6999969,2545405.0,678243.1875,2312.389893,28.41,67.0
NonResidential,Retail Store,1997,1,63153,1.0,73.5,4644178.0,1264044.375,3312.580322,47.66,81.5
Multifamily LR (1-4),Low-Rise Multifamily,1980,2,321333,1.0,41.90000153,7311465.5,1292763.75,29005.55078,184.8,89.0
Multifamily LR (1-4),Low-Rise Multifamily,1959,3,26157,1.0,96.90000153,2534873.5,742928.875,0.0,17.67,1.0
NonResidential,Hotel,1961,2,24100,2.0,51.40000153,1587454.75,239738.2031,7694.679688,46.57,91.0
NonResidential,Restaurant,1923,3,33600,1.0,133.1999969,4475650.0,862050.0,15343.34961,101.99,62.625
Multifamily LR (1-4),Low-Rise Multifamily,1907,3,39201,1.0,77.69999695,1852926.625,368621.3125,5951.905762,40.38,70.375
Multifamily LR (1-4),Low-Rise Multifamily,1909,3,23568,1.0,53.59999847,903301.3125,144648.5938,4097.600586,25.2,72.0
Multifamily LR (1-4),Low-Rise Multifamily,1917,3,21130,1.0,66.90000153,1412896.0,52224.80078,12347.0498,66.82,87.0
Multifamily MR (5-9),Mid-Rise Multifamily,1914,6,36880,1.0,56.70000076,2090895.75,127426.0,1836.349976,126.44,91.0
NonResidential,Other,1927,4,32356,1.0,57.40000153,1857154.75,285616.5938,0.0,74.92,81.0
NonResidential,Hotel,1960,7,61180,1.0,65.30000305,3993913.25,545096.375,21340.43945,126.3,24.0
NonResidential,Small- and Mid-Sized Office,1978,5,43506,1.0,106.1999969,3460275.5,537543.5,16261.77051,99.15,51.0
Multifamily HR (10+),Other,2008,27,501239,1.0,51.70000076,15590743.0,3145485.0,48583.46875,332.85,57.5
Multifamily HR (10+),High-Rise Multifamily,1970,23,179745,1.0,64.40000153,7821914.0,1762602.75,18079.12891,137.94,11.0
Multifamily LR (1-4),Low-Rise Multifamily,1949,3,159820,4.0,29.39999962,4691945.5,822960.1875,18840.05078,119.63,90.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,3,60858,1.0,32.40000153,1971310.25,391692.9063,6348.540039,43.03,87.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,3,28033,1.0,31.60000038,883109.875,136646.5,4168.720215,25.39,21.0
Multifamily LR (1-4),Low-Rise Multifamily,1986,3,39816,1.0,34.5,1372574.75,402278.5938,0.0,9.57,23.0
NonResidential,Worship Facility,1910,2,23931,1.0,20.70000076,496477.3125,48966.89844,3294.021729,18.66,88.0
NonResidential,Worship Facility,1948,2,21393,1.0,39.5,845961.375,78065.5,5796.02002,32.64,57.0
Multifamily MR (5-9),Mid-Rise Multifamily,1915,6,150374,1.0,89.80000305,7618626.5,643238.6875,54238.95703,303.36,65.0
Multifamily MR (5-9),Mid-Rise Multifamily,2010,6,78005,1.0,27.0,1719814.625,349764.5,5264.180176,36.28,55.875
Multifamily LR (1-4),Low-Rise Multifamily,1956,2,20400,4.0,48.5,991513.875,290596.0938,0.0,6.91,34.0
NonResidential,Mixed Use Property,1990,2,47560,1.0,24.0,1132489.625,170954.2031,5491.938477,33.23,80.0
NonResidential,Senior Care Community,2006,6,62334,1.0,21.0,1076733.25,141022.2969,5955.649902,34.98,100.0
Multifamily LR (1-4),Low-Rise Multifamily,1982,4,41664,1.0,22.89999962,952895.625,279277.6875,0.0,6.64,81.0
NonResidential,Residence Hall,1930,3,20960,1.0,71.59999847,1500309.75,96365.70313,11715.09961,64.51,55.875
Multifamily MR (5-9),Mid-Rise Multifamily,2012,7,67403,1.0,79.59999847,5364026.0,537281.375,35308.21875,200.3,79.5
Multifamily HR (10+),High-Rise Multifamily,2008,37,517164,1.0,25.20000076,10593982.0,2792774.0,10650.36133,122.99,90.0
Multifamily MR (5-9),Mid-Rise Multifamily,1929,5,30180,1.0,58.59999847,2228675.5,246370.9063,13880.58008,79.58,62.875
NonResidential,University,1910,3,28800,1.0,24.89999962,717056.375,188260.9063,747.0999756,8.45,64.375
NonResidential,K-12 School,1957,2,21600,1.0,58.40000153,1261536.75,178699.7969,6518.130371,38.87,72.0
NonResidential,K-12 School,1995,3,22860,1.0,40.70000076,931148.625,272904.0,0.0,6.49,43.0
Multifamily LR (1-4),Low-Rise Multifamily,1990,4,25490,1.0,27.39999962,697397.875,204395.5938,0.0,4.86,80.0
Multifamily MR (5-9),Mid-Rise Multifamily,2010,7,387971,1.0,26.20000076,10614234.0,1910361.5,40960.79688,262.98,77.0
Multifamily LR (1-4),Low-Rise Multifamily,1966,3,25137,1.0,30.5,767297.8125,224882.0938,0.0,5.35,82.25
NonResidential,Worship Facility,1972,1,26366,1.0,33.70000076,888031.875,94900.89844,5642.299805,32.22,88.0
Multifamily LR (1-4),Low-Rise Multifamily,1992,4,31236,0.0,29.39999962,917194.625,268814.3125,0.0,6.39,76.0
Multifamily MR (5-9),Mid-Rise Multifamily,2005,7,140759,1.0,30.10000038,4230514.0,1000181.5,8178.94043,67.23,91.0
Multifamily LR (1-4),Low-Rise Multifamily,1999,3,27119,1.0,26.89999962,596242.1875,174748.5938,0.0,4.16,75.5
NonResidential,Worship Facility,1965,2,21732,1.0,39.59999847,860364.1875,140433.5,3812.049805,23.59,2.0
Multifamily LR (1-4),Low-Rise Multifamily,1961,3,43752,1.0,34.20000076,1497496.5,438891.0938,0.0,10.44,32.0
Multifamily LR (1-4),Low-Rise Multifamily,1968,3,60270,1.0,25.10000038,1359764.875,398524.1875,0.0,9.48,71.25
Multifamily LR (1-4),Low-Rise Multifamily,1968,4,160561,1.0,36.70000076,5885427.5,599500.8125,38399.30469,218.2,91.0
Multifamily LR (1-4),Low-Rise Multifamily,1969,4,34678,1.0,32.5,1128208.125,330658.8125,0.0,7.87,43.0
Multifamily LR (1-4),Low-Rise Multifamily,1977,4,22394,1.0,33.20000076,744244.6875,218125.5938,0.0,5.19,74.0
Multifamily MR (5-9),Mid-Rise Multifamily,2007,6,145812,1.0,45.79999924,5707529.5,937505.6875,25087.59961,155.54,49.5
NonResidential,Mixed Use Property,1945,1,21060,1.0,14.30000019,350264.5938,75667.5,920.8699951,6.69,88.25
NonResidential,Mixed Use Property,1960,4,20539,1.0,81.0,1678458.75,329257.5,5550.319824,37.31,64.875
SPS-District K-12,K-12 School,1958,1,38624,1.0,34.40000153,1424157.25,234116.2031,6253.524414,38.78,83.0
Multifamily MR (5-9),Mid-Rise Multifamily,1985,5,22874,1.0,26.29999924,601813.125,176381.2969,0.0,4.2,85.875
Multifamily LR (1-4),Low-Rise Multifamily,1965,3,21469,1.0,23.79999924,510528.5,149627.2969,0.0,3.56,77.0
